# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/hg-11-6-15      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Ice Crusher & Shaver Accessories
gid://shopify/Taxonomy/Category/hg-11-6-15-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Ice Crusher & Shaver Accessories > Ice Containers
gid://shopify/Taxonomy/Category/hg-11-6-15-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Ice Crusher & Shaver Accessories > Ice Molds
gid://shopify/Taxonomy/Category/hg-11-6-16      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Ice Maker Accessories
gid://shopify/Taxonomy/Category/hg-11-6-16-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Ice Maker Accessories > Ice Maker Scoops
gid://shopify/Taxonomy/Category/hg-11-6-17      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Juicer Accessories
gid://shopify/Taxonomy/Category/hg-11-6-17-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Juicer Accessories > Juice Collectors
gid://shopify/Taxonomy/Category/hg-11-6-17-8    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Juicer Accessories > Pulp Containers
gid://shopify/Taxonomy/Category/hg-11-6-17-10   : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Juicer Accessories > Pusher Bodies
gid://shopify/Taxonomy/Category/hg-11-6-18      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Microwave Oven Accessories
gid://shopify/Taxonomy/Category/hg-11-6-18-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Microwave Oven Accessories > Baking Trays
gid://shopify/Taxonomy/Category/hg-11-6-18-8    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Microwave Oven Accessories > Splatter Covers
gid://shopify/Taxonomy/Category/hg-11-6-18-9    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Microwave Oven Accessories > Thawing Plates
gid://shopify/Taxonomy/Category/hg-11-6-18-11   : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Microwave Oven Accessories > Turntable Plates
gid://shopify/Taxonomy/Category/hg-11-6-19      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories
gid://shopify/Taxonomy/Category/hg-11-6-19-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Barbecue Briquettes
gid://shopify/Taxonomy/Category/hg-11-6-19-1-1  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Barbecue Briquettes > Binchotan Charcoal
gid://shopify/Taxonomy/Category/hg-11-6-19-1-2  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Barbecue Briquettes > Charcoal Briquettes
gid://shopify/Taxonomy/Category/hg-11-6-19-1-3  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Barbecue Briquettes > Lump Charcoals
gid://shopify/Taxonomy/Category/hg-11-6-19-1-4  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Barbecue Briquettes > Thai Charcoals
gid://shopify/Taxonomy/Category/hg-11-6-19-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Charcoal Chimneys
gid://shopify/Taxonomy/Category/hg-11-6-19-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Carts
gid://shopify/Taxonomy/Category/hg-11-6-19-4    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Covers
gid://shopify/Taxonomy/Category/hg-11-6-19-5    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Racks & Toppers
gid://shopify/Taxonomy/Category/hg-11-6-19-5-1  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Racks & Toppers > Outdoor Grill Racks
gid://shopify/Taxonomy/Category/hg-11-6-19-5-2  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Racks & Toppers > Outdoor Grill Toppers
gid://shopify/Taxonomy/Category/hg-11-6-19-6    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Replacement Parts
gid://shopify/Taxonomy/Category/hg-11-6-19-6-1  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Replacement Parts > Grill Burners
gid://shopify/Taxonomy/Category/hg-11-6-19-6-2  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Replacement Parts > Grill Grates
gid://shopify/Taxonomy/Category/hg-11-6-19-6-3  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Replacement Parts > Grill Igniters
gid://shopify/Taxonomy/Category/hg-11-6-19-6-4  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Replacement Parts > Grill Thermometers
gid://shopify/Taxonomy/Category/hg-11-6-19-7    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Spits & Baskets
gid://shopify/Taxonomy/Category/hg-11-6-19-7-1  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Spits & Baskets > Outdoor Grill Baskets
gid://shopify/Taxonomy/Category/hg-11-6-19-7-2  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grill Spits & Baskets > Outdoor Grill Spits
gid://shopify/Taxonomy/Category/hg-11-6-19-8    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Outdoor Grilling Planks
gid://shopify/Taxonomy/Category/hg-11-6-19-9    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Smoking Chips & Pellets
gid://shopify/Taxonomy/Category/hg-11-6-19-9-1  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Smoking Chips & Pellets > Smoking Chips
gid://shopify/Taxonomy/Category/hg-11-6-19-9-2  : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories > Smoking Chips & Pellets > Smoking Pellets
gid://shopify/Taxonomy/Category/hg-11-6-20      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Pasta Maker Accessories
gid://shopify/Taxonomy/Category/hg-11-6-20-7    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Pasta Maker Accessories > Mixing Paddles
gid://shopify/Taxonomy/Category/hg-11-6-20-8    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Pasta Maker Accessories > Pasta Drying Racks
gid://shopify/Taxonomy/Category/hg-11-6-20-10   : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Pasta Maker Accessories > Shaping Attachments
gid://shopify/Taxonomy/Category/hg-11-6-20-13   : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Pasta Maker Accessories > Squeezing Bars
gid://shopify/Taxonomy/Category/hg-11-6-21      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Popcorn Maker Accessories
gid://shopify/Taxonomy/Category/hg-11-6-21-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Popcorn Maker Accessories > Popcorn Bags
gid://shopify/Taxonomy/Category/hg-11-6-21-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Popcorn Maker Accessories > Popcorn Kernels
gid://shopify/Taxonomy/Category/hg-11-6-21-4    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Popcorn Maker Accessories > Popcorn Seasoning
gid://shopify/Taxonomy/Category/hg-11-6-22      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories
gid://shopify/Taxonomy/Category/hg-11-6-22-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories > Fire Mats
gid://shopify/Taxonomy/Category/hg-11-6-22-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories > Fire Starters
gid://shopify/Taxonomy/Category/hg-11-6-22-5    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories > Stove Bases
gid://shopify/Taxonomy/Category/hg-11-6-22-7    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Portable Cooking Stove Accessories > Windscreens
gid://shopify/Taxonomy/Category/hg-11-6-23      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Range Hood Accessories
gid://shopify/Taxonomy/Category/hg-11-6-23-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Range Hood Accessories > Filters
gid://shopify/Taxonomy/Category/hg-11-6-23-4    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Range Hood Accessories > Grease Cups
gid://shopify/Taxonomy/Category/hg-11-6-23-5    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Range Hood Accessories > Vents
gid://shopify/Taxonomy/Category/hg-11-6-24      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Refrigerator Accessories
gid://shopify/Taxonomy/Category/hg-11-6-24-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Refrigerator Accessories > Refrigerator Thermometers
gid://shopify/Taxonomy/Category/hg-11-6-24-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Refrigerator Accessories > Shelves
gid://shopify/Taxonomy/Category/hg-11-6-25      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Soda Maker Accessories
gid://shopify/Taxonomy/Category/hg-11-6-25-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Soda Maker Accessories > Bottles
gid://shopify/Taxonomy/Category/hg-11-6-25-4    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Soda Maker Accessories > Chargers
gid://shopify/Taxonomy/Category/hg-11-6-25-7    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Soda Maker Accessories > Syrups
gid://shopify/Taxonomy/Category/hg-11-6-26      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Steam Table Accessories
gid://shopify/Taxonomy/Category/hg-11-6-26-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Steam Table Accessories > Steam Table Pan Covers
gid://shopify/Taxonomy/Category/hg-11-6-26-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Steam Table Accessories > Steam Table Pans
gid://shopify/Taxonomy/Category/hg-11-6-27      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Toaster Accessories
gid://shopify/Taxonomy/Category/hg-11-6-27-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Toaster Accessories > Toaster Covers
gid://shopify/Taxonomy/Category/hg-11-6-27-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Toaster Accessories > Toaster Crumb Trays
gid://shopify/Taxonomy/Category/hg-11-6-27-4    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Toaster Accessories > Toaster Racks
gid://shopify/Taxonomy/Category/hg-11-6-27-5    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Toaster Accessories > Toaster Tongs
gid://shopify/Taxonomy/Category/hg-11-6-28      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Vacuum Sealer Accessories
gid://shopify/Taxonomy/Category/hg-11-6-28-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Vacuum Sealer Accessories > Vacuum Sealer Bags
gid://shopify/Taxonomy/Category/hg-11-6-29      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Waffle Iron Accessories
gid://shopify/Taxonomy/Category/hg-11-6-29-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Waffle Iron Accessories > Crêpe Plates
gid://shopify/Taxonomy/Category/hg-11-6-29-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Waffle Iron Accessories > Sandwich Plates
gid://shopify/Taxonomy/Category/hg-11-6-29-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Waffle Iron Accessories > Waffle Plates
gid://shopify/Taxonomy/Category/hg-11-6-30      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Water Cooler Accessories
gid://shopify/Taxonomy/Category/hg-11-6-30-1    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Water Cooler Accessories > Water Cooler Bottles
gid://shopify/Taxonomy/Category/hg-11-6-31      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Wine Fridge Accessories
gid://shopify/Taxonomy/Category/hg-11-6-32      : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Yogurt Maker Accessories
gid://shopify/Taxonomy/Category/hg-11-6-32-2    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Yogurt Maker Accessories > Flavorings
gid://shopify/Taxonomy/Category/hg-11-6-32-3    : Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Yogurt Maker Accessories > Pots
gid://shopify/Taxonomy/Category/hg-11-7         : Home & Garden > Kitchen & Dining > Kitchen Appliances
gid://shopify/Taxonomy/Category/hg-11-7-1       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Beverage Warmers
gid://shopify/Taxonomy/Category/hg-11-7-2       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Breadmakers
gid://shopify/Taxonomy/Category/hg-11-7-3       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Chocolate Tempering Machines
gid://shopify/Taxonomy/Category/hg-11-7-4       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines
gid://shopify/Taxonomy/Category/hg-11-7-4-1     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > Drip Coffee Makers
gid://shopify/Taxonomy/Category/hg-11-7-4-2     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > Electric & Stovetop Espresso Pots
gid://shopify/Taxonomy/Category/hg-11-7-4-3     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > Espresso Machines
gid://shopify/Taxonomy/Category/hg-11-7-4-4     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > French Presses
gid://shopify/Taxonomy/Category/hg-11-7-4-5     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > Percolators
gid://shopify/Taxonomy/Category/hg-11-7-4-6     : Home & Garden > Kitchen & Dining > Kitchen Appliances > Coffee Makers & Espresso Machines > Vacuum Coffee Makers
gid://shopify/Taxonomy/Category/hg-11-7-5       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Cooktops
gid://shopify/Taxonomy/Category/hg-11-7-6       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Cotton Candy Machines
gid://shopify/Taxonomy/Category/hg-11-7-7       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Deep Fryers
gid://shopify/Taxonomy/Category/hg-11-7-8       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Deli Slicers
gid://shopify/Taxonomy/Category/hg-11-7-9       : Home & Garden > Kitchen & Dining > Kitchen Appliances > Dishwashers
gid://shopify/Taxonomy/Category/hg-11-7-10      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Electric Griddles & Grills
gid://shopify/Taxonomy/Category/hg-11-7-11      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Electric Kettles
gid://shopify/Taxonomy/Category/hg-11-7-12      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Electric Skillets & Woks
gid://shopify/Taxonomy/Category/hg-11-7-12-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Electric Skillets & Woks > Electric Skillets
gid://shopify/Taxonomy/Category/hg-11-7-12-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Electric Skillets & Woks > Electric Woks
gid://shopify/Taxonomy/Category/hg-11-7-13      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Fondue Pots & Sets
gid://shopify/Taxonomy/Category/hg-11-7-14      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers
gid://shopify/Taxonomy/Category/hg-11-7-14-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Egg Cookers
gid://shopify/Taxonomy/Category/hg-11-7-14-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Food Steamers
gid://shopify/Taxonomy/Category/hg-11-7-14-3    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Rice Cookers
gid://shopify/Taxonomy/Category/hg-11-7-14-4    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Slow Cookers
gid://shopify/Taxonomy/Category/hg-11-7-14-5    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Thermal Cookers
gid://shopify/Taxonomy/Category/hg-11-7-14-6    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Cookers & Steamers > Water Ovens
gid://shopify/Taxonomy/Category/hg-11-7-15      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Dehydrators
gid://shopify/Taxonomy/Category/hg-11-7-16      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Grinders & Mills
gid://shopify/Taxonomy/Category/hg-11-7-16-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Grinders & Mills > Food Grinders
gid://shopify/Taxonomy/Category/hg-11-7-16-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Grinders & Mills > Food Mills
gid://shopify/Taxonomy/Category/hg-11-7-17      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Mixers & Blenders
gid://shopify/Taxonomy/Category/hg-11-7-17-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Mixers & Blenders > Food Blenders
gid://shopify/Taxonomy/Category/hg-11-7-17-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Mixers & Blenders > Food Mixers
gid://shopify/Taxonomy/Category/hg-11-7-18      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Smokers
gid://shopify/Taxonomy/Category/hg-11-7-19      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Warmers
gid://shopify/Taxonomy/Category/hg-11-7-19-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Warmers > Chafing Dishes
gid://shopify/Taxonomy/Category/hg-11-7-19-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Warmers > Food Heat Lamps
gid://shopify/Taxonomy/Category/hg-11-7-19-3    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Warmers > Rice Keepers
gid://shopify/Taxonomy/Category/hg-11-7-19-4    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Food Warmers > Steam Tables
gid://shopify/Taxonomy/Category/hg-11-7-20      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Freezers
gid://shopify/Taxonomy/Category/hg-11-7-21      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Frozen Drink Makers
gid://shopify/Taxonomy/Category/hg-11-7-22      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Garbage Disposals
gid://shopify/Taxonomy/Category/hg-11-7-23      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Gas Griddles
gid://shopify/Taxonomy/Category/hg-11-7-24      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Hot Drink Makers
gid://shopify/Taxonomy/Category/hg-11-7-25      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Hot Plates
gid://shopify/Taxonomy/Category/hg-11-7-26      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ice Cream Makers
gid://shopify/Taxonomy/Category/hg-11-7-27      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ice Crushers & Shavers
gid://shopify/Taxonomy/Category/hg-11-7-27-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ice Crushers & Shavers > Ice Crushers
gid://shopify/Taxonomy/Category/hg-11-7-27-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ice Crushers & Shavers > Ice Shavers
gid://shopify/Taxonomy/Category/hg-11-7-28      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ice Makers
gid://shopify/Taxonomy/Category/hg-11-7-29      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Juicers
gid://shopify/Taxonomy/Category/hg-11-7-30      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners
gid://shopify/Taxonomy/Category/hg-11-7-30-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Electric Knife Sharpeners
gid://shopify/Taxonomy/Category/hg-11-7-30-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Honing Steels
gid://shopify/Taxonomy/Category/hg-11-7-30-3    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Manual Knife Sharpeners
gid://shopify/Taxonomy/Category/hg-11-7-30-4    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Pull-Through Knife Sharpeners
gid://shopify/Taxonomy/Category/hg-11-7-30-5    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Knife Sharpeners > Sharpening Stones
gid://shopify/Taxonomy/Category/hg-11-7-31      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Microwave Ovens
gid://shopify/Taxonomy/Category/hg-11-7-32      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Milk Frothers & Steamers
gid://shopify/Taxonomy/Category/hg-11-7-33      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Mochi Makers
gid://shopify/Taxonomy/Category/hg-11-7-34      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills
gid://shopify/Taxonomy/Category/hg-11-7-35      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ovens
gid://shopify/Taxonomy/Category/hg-11-7-36      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Pasta Makers
gid://shopify/Taxonomy/Category/hg-11-7-37      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Popcorn Makers
gid://shopify/Taxonomy/Category/hg-11-7-38      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Portable Cooking Stoves
gid://shopify/Taxonomy/Category/hg-11-7-39      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods
gid://shopify/Taxonomy/Category/hg-11-7-40      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Ranges
gid://shopify/Taxonomy/Category/hg-11-7-41      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Refrigerators
gid://shopify/Taxonomy/Category/hg-11-7-42      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Roaster Ovens & Rotisseries
gid://shopify/Taxonomy/Category/hg-11-7-43      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Soda Makers
gid://shopify/Taxonomy/Category/hg-11-7-44      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Soy Milk Makers
gid://shopify/Taxonomy/Category/hg-11-7-45      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Tea Makers
gid://shopify/Taxonomy/Category/hg-11-7-46      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills
gid://shopify/Taxonomy/Category/hg-11-7-46-1    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Countertop & Toaster Ovens
gid://shopify/Taxonomy/Category/hg-11-7-46-2    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Donut Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-3    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Muffin & Cupcake Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-4    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Pizza Makers & Ovens
gid://shopify/Taxonomy/Category/hg-11-7-46-5    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Pizzelle Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-6    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Pretzel Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-7    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Sandwich Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-8    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Toasters
gid://shopify/Taxonomy/Category/hg-11-7-46-9    : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Tortilla & Flatbread Makers
gid://shopify/Taxonomy/Category/hg-11-7-46-10   : Home & Garden > Kitchen & Dining > Kitchen Appliances > Toasters & Grills > Waffle Irons
gid://shopify/Taxonomy/Category/hg-11-7-47      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Trash Compactors
gid://shopify/Taxonomy/Category/hg-11-7-48      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Vacuum Sealers
gid://shopify/Taxonomy/Category/hg-11-7-49      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Water Coolers
gid://shopify/Taxonomy/Category/hg-11-7-50      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Water Filters
gid://shopify/Taxonomy/Category/hg-11-7-51      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Wine Fridges
gid://shopify/Taxonomy/Category/hg-11-7-52      : Home & Garden > Kitchen & Dining > Kitchen Appliances > Yogurt Makers
gid://shopify/Taxonomy/Category/hg-11-8         : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils
gid://shopify/Taxonomy/Category/hg-11-8-1       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Aprons
gid://shopify/Taxonomy/Category/hg-11-8-2       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Baking Peels
gid://shopify/Taxonomy/Category/hg-11-8-3       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Basters
gid://shopify/Taxonomy/Category/hg-11-8-4       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Basting Brushes
gid://shopify/Taxonomy/Category/hg-11-8-5       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Beverage Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-6       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cake Decorating Supplies
gid://shopify/Taxonomy/Category/hg-11-8-6-1     : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cake Decorating Supplies > Decorating Bags
gid://shopify/Taxonomy/Category/hg-11-8-6-3     : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cake Decorating Supplies > Turntables
gid://shopify/Taxonomy/Category/hg-11-8-7       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cake Servers
gid://shopify/Taxonomy/Category/hg-11-8-8       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Can Crushers
gid://shopify/Taxonomy/Category/hg-11-8-9       : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Can Openers
