# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/hg-11-8-10      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Carving Forks
gid://shopify/Taxonomy/Category/hg-11-8-11      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Channel Knives
gid://shopify/Taxonomy/Category/hg-11-8-12      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Colanders & Strainers
gid://shopify/Taxonomy/Category/hg-11-8-12-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Colanders & Strainers > Colanders
gid://shopify/Taxonomy/Category/hg-11-8-12-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Colanders & Strainers > Strainers
gid://shopify/Taxonomy/Category/hg-11-8-13      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Condiment Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-14      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cookie Cutters
gid://shopify/Taxonomy/Category/hg-11-8-15      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cookie Presses
gid://shopify/Taxonomy/Category/hg-11-8-16      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometer Accessories
gid://shopify/Taxonomy/Category/hg-11-8-16-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometer Accessories > Calibration Tools
gid://shopify/Taxonomy/Category/hg-11-8-16-5    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometer Accessories > Replacement Probes
gid://shopify/Taxonomy/Category/hg-11-8-16-6    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometer Accessories > Wireless Receivers
gid://shopify/Taxonomy/Category/hg-11-8-17      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-17-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers > Candy Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-17-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers > Instant-Read Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-17-3    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers > Oven Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-17-4    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers > Probe Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-17-5    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Thermometers > Wireless Thermometers
gid://shopify/Taxonomy/Category/hg-11-8-18      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Timers
gid://shopify/Taxonomy/Category/hg-11-8-19      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooking Torches
gid://shopify/Taxonomy/Category/hg-11-8-20      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cooling Racks
gid://shopify/Taxonomy/Category/hg-11-8-21      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cutting Boards
gid://shopify/Taxonomy/Category/hg-11-8-22      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dish Racks & Drain Boards
gid://shopify/Taxonomy/Category/hg-11-8-22-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dish Racks & Drain Boards > Dish Racks
gid://shopify/Taxonomy/Category/hg-11-8-22-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dish Racks & Drain Boards > Drain Boards
gid://shopify/Taxonomy/Category/hg-11-8-23      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Dough Wheels
gid://shopify/Taxonomy/Category/hg-11-8-24      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Electric Knife Accessories
gid://shopify/Taxonomy/Category/hg-11-8-24-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Electric Knife Accessories > Electric Knife Replacement Blades
gid://shopify/Taxonomy/Category/hg-11-8-25      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Electric Knives
gid://shopify/Taxonomy/Category/hg-11-8-26      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Flour Sifters
gid://shopify/Taxonomy/Category/hg-11-8-27      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food & Drink Stencils
gid://shopify/Taxonomy/Category/hg-11-8-28      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers
gid://shopify/Taxonomy/Category/hg-11-8-28-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Lobster & Crab Crackers
gid://shopify/Taxonomy/Category/hg-11-8-28-1-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Lobster & Crab Crackers > Crab Crackers
gid://shopify/Taxonomy/Category/hg-11-8-28-1-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Lobster & Crab Crackers > Lobster Crackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Decorative Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Electric Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2-3  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Handheld Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2-4  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Lever Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-28-2-5  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Nut Picks
gid://shopify/Taxonomy/Category/hg-11-8-28-2-6  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Crackers > Nutcrackers > Plier Nutcrackers
gid://shopify/Taxonomy/Category/hg-11-8-29      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-30      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Graters & Zesters
gid://shopify/Taxonomy/Category/hg-11-8-30-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Graters & Zesters > Food Graters
gid://shopify/Taxonomy/Category/hg-11-8-30-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Graters & Zesters > Food Zesters
gid://shopify/Taxonomy/Category/hg-11-8-31      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Peelers & Corers
gid://shopify/Taxonomy/Category/hg-11-8-31-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Peelers & Corers > Food Corers
gid://shopify/Taxonomy/Category/hg-11-8-31-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Peelers & Corers > Food Peelers
gid://shopify/Taxonomy/Category/hg-11-8-32      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Steaming Bags
gid://shopify/Taxonomy/Category/hg-11-8-33      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Sticks & Skewers
gid://shopify/Taxonomy/Category/hg-11-8-33-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Sticks & Skewers > Food Skewers
gid://shopify/Taxonomy/Category/hg-11-8-33-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Sticks & Skewers > Food Sticks
gid://shopify/Taxonomy/Category/hg-11-8-34      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Funnels
gid://shopify/Taxonomy/Category/hg-11-8-35      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Garlic Presses
gid://shopify/Taxonomy/Category/hg-11-8-36      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Gelatin Molds
gid://shopify/Taxonomy/Category/hg-11-8-37      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Ice Cube Trays
gid://shopify/Taxonomy/Category/hg-11-8-38      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Jerky Guns
gid://shopify/Taxonomy/Category/hg-11-8-39      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives
gid://shopify/Taxonomy/Category/hg-11-8-39-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives > Bread Knives
gid://shopify/Taxonomy/Category/hg-11-8-39-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives > Chef's Knives
gid://shopify/Taxonomy/Category/hg-11-8-39-3    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives > Paring Knives
gid://shopify/Taxonomy/Category/hg-11-8-39-4    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives > Santoku Knives
gid://shopify/Taxonomy/Category/hg-11-8-39-5    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives > Serrated Knives
gid://shopify/Taxonomy/Category/hg-11-8-40      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Molds
gid://shopify/Taxonomy/Category/hg-11-8-41      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers
gid://shopify/Taxonomy/Category/hg-11-8-41-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Can Organizers
gid://shopify/Taxonomy/Category/hg-11-8-41-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Drinkware Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-3    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Cabinet Organizers
gid://shopify/Taxonomy/Category/hg-11-8-41-4    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Counter & Beverage Station Organizers
gid://shopify/Taxonomy/Category/hg-11-8-41-5    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Utensil Holders & Racks
gid://shopify/Taxonomy/Category/hg-11-8-41-5-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Utensil Holders & Racks > Kitchen Utensil Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-5-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Kitchen Utensil Holders & Racks > Kitchen Utensil Racks
gid://shopify/Taxonomy/Category/hg-11-8-41-6    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Knife Blocks & Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-6-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Knife Blocks & Holders > Knife Blocks
gid://shopify/Taxonomy/Category/hg-11-8-41-6-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Knife Blocks & Holders > Knife Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-7    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Napkin Holders & Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-7-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Napkin Holders & Dispensers > Napkin Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-7-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Napkin Holders & Dispensers > Napkin Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-8    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Paper Towel Holders & Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-8-1  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Paper Towel Holders & Dispensers > Paper Towel Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-8-2  : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Paper Towel Holders & Dispensers > Paper Towel Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-9    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Pot Racks
gid://shopify/Taxonomy/Category/hg-11-8-41-10   : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Spice Organizers
gid://shopify/Taxonomy/Category/hg-11-8-41-11   : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Straw Holders & Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-11-1 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Straw Holders & Dispensers > Straw Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-11-2 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Straw Holders & Dispensers > Straw Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-12   : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Sugar Caddies
gid://shopify/Taxonomy/Category/hg-11-8-41-13   : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Toothpick Holders & Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-13-1 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Toothpick Holders & Dispensers > Toothpick Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-41-13-2 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Toothpick Holders & Dispensers > Toothpick Holders
gid://shopify/Taxonomy/Category/hg-11-8-41-14   : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Utensil & Flatware Trays
gid://shopify/Taxonomy/Category/hg-11-8-41-14-1 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Utensil & Flatware Trays > Flatware Trays
gid://shopify/Taxonomy/Category/hg-11-8-41-14-2 : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Utensil & Flatware Trays > Utensil Trays
gid://shopify/Taxonomy/Category/hg-11-8-42      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Scrapers
gid://shopify/Taxonomy/Category/hg-11-8-42-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Scrapers > Bench Scrapers
gid://shopify/Taxonomy/Category/hg-11-8-42-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Scrapers > Bowl Scrapers
gid://shopify/Taxonomy/Category/hg-11-8-42-3    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Scrapers > Grill Scrapers
gid://shopify/Taxonomy/Category/hg-11-8-43      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Shears
gid://shopify/Taxonomy/Category/hg-11-8-44      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Slicers
gid://shopify/Taxonomy/Category/hg-11-8-45      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Utensil Sets
gid://shopify/Taxonomy/Category/hg-11-8-46      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Ladles
gid://shopify/Taxonomy/Category/hg-11-8-47      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Mashers
gid://shopify/Taxonomy/Category/hg-11-8-48      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Measuring Cups & Spoons
gid://shopify/Taxonomy/Category/hg-11-8-48-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Measuring Cups & Spoons > Measuring Cups
gid://shopify/Taxonomy/Category/hg-11-8-48-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Measuring Cups & Spoons > Measuring Spoons
gid://shopify/Taxonomy/Category/hg-11-8-49      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Meat Tenderizers
gid://shopify/Taxonomy/Category/hg-11-8-50      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Mixing Bowls
gid://shopify/Taxonomy/Category/hg-11-8-51      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Mortars & Pestles
gid://shopify/Taxonomy/Category/hg-11-8-52      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oil & Vinegar Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-52-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oil & Vinegar Dispensers > Oil Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-52-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oil & Vinegar Dispensers > Vinegar Dispensers
gid://shopify/Taxonomy/Category/hg-11-8-53      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oven Bags
gid://shopify/Taxonomy/Category/hg-11-8-54      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Oven Mitts & Pot Holders
gid://shopify/Taxonomy/Category/hg-11-8-55      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pasta Molds & Stamps
gid://shopify/Taxonomy/Category/hg-11-8-55-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pasta Molds & Stamps > Pasta Molds
gid://shopify/Taxonomy/Category/hg-11-8-55-2    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pasta Molds & Stamps > Pasta Stamps
gid://shopify/Taxonomy/Category/hg-11-8-56      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pastry Blenders
gid://shopify/Taxonomy/Category/hg-11-8-57      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pastry Cloths
gid://shopify/Taxonomy/Category/hg-11-8-58      : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pizza Cutter Accessories
gid://shopify/Taxonomy/Category/hg-11-8-58-1    : Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Pizza Cutter Accessories > Pizza Cutter Blades
